Year,Month,Day,Movement,UOM,Family,Material,Business_Unit,Client,Region,Representative,Item,Sales_Quantity,Gross_Revenue,Net_Revenue,COGS,EBIT,Inventory,Price
2011,8,8,Sales,kg,Family 14,Material 44,BU Charlie,Client 0683,AM,Representative 12,Item 0026,11000,57304.75,47444.37,34831.50,12612.87,69663.00,5.21
2011,8,15,Sales,kg,Family 14,Material 44,BU Alpha,Client 0400,RS,Representative 57,Item 0026,220,1713.97,1127.64,759.40,368.24,1518.80,7.79
2011,8,15,Sales,kg,Family 14,Material 44,BU Alpha,Client 0155,RS,Representative 57,Item 0028,40,351.09,230.99,164.15,66.84,328.30,8.78
2011,8,15,Sales,kg,Family 14,Material 44,BU Bravo,Client 0483,PR,Representative 49,Item 0026,660,4296.60,3222.45,2200.90,1021.55,4401.80,6.51
2011,8,15,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,6600,41233.50,28568.90,20898.90,7670.00,41797.80,6.25
2011,8,15,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,1760,10560.00,7682.40,5573.04,2109.36,11146.08,6.00
2011,8,15,Sales,kg,Family 14,Material 44,BU Charlie,Client 0045,MG,Representative 12,Item 0026,880,5137.44,3853.09,2786.52,1066.57,5573.04,5.84
2011,8,15,Sales,kg,Family 14,Material 44,BU Charlie,Client 0332,ES,Representative 37,Item 0026,440,2805.03,1879.35,1393.26,486.09,2786.52,6.38
2011,8,15,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,10120,69069.00,47854.95,32044.98,15809.97,64089.96,6.83
2011,8,22,Sales,kg,Family 14,Material 44,BU Bravo,Client 0483,PR,Representative 49,Item 0026,660,4296.60,3222.45,2200.90,1021.55,4401.80,6.51
2011,8,22,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,1100,7260.00,5354.25,3668.17,1686.08,7336.34,6.60
2011,8,22,Sales,kg,Family 14,Material 44,BU Bravo,Client 0728,SC,Representative 07,Item 0026,660,4504.50,3163.88,2200.90,962.98,4401.80,6.83
2011,8,22,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,4400,27489.00,19045.94,13932.60,5113.34,27865.20,6.25
2011,8,22,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,660,4088.70,3066.53,2089.89,976.64,4179.78,6.20
2011,8,22,Sales,kg,Family 14,Material 44,BU Charlie,Client 1517,AL,Representative 27,Item 0026,2200,12705.00,10133.74,6966.30,3167.44,13932.60,5.78
2011,8,22,Sales,kg,Family 14,Material 44,BU Charlie,Client 1215,PA,Representative 34,Item 0026,220,1515.36,1208.69,696.63,512.06,1393.26,6.89
2011,8,22,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,4400,23331.00,18609.25,13932.60,4676.65,27865.20,5.30
2011,8,22,Sales,kg,Family 14,Material 44,BU Charlie,Client 1240,RS,Representative 25,Item 0026,5500,32051.25,24038.43,17415.75,6622.68,34831.50,5.83
2011,8,22,Sales,kg,Family 14,Material 44,BU Charlie,Client 0445,GO,Representative 24,Item 0026,1320,7345.80,5859.15,4179.78,1679.37,8359.56,5.57
2011,8,22,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1320,7692.30,5769.21,4179.78,1589.43,8359.56,5.83
2011,8,22,Sales,kg,Family 14,Material 44,BU Charlie,Client 1074,GO,Representative 24,Item 0026,6600,39188.03,26255.62,20898.90,5356.72,41797.80,5.94
2011,8,22,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0026,6600,41580.00,28809.00,20898.90,7910.10,41797.80,6.30
2011,8,22,Sales,kg,Family 14,Material 44,BU Charlie,Client 1536,SP,Representative 43,Item 0026,21340,141164.10,97806.55,67573.11,30233.44,135146.22,6.62
2011,8,29,Sales,kg,Family 14,Material 44,BU Alpha,Client 1480,RS,Representative 57,Item 0026,660,4712.40,3309.90,2278.19,1031.71,4556.38,7.14
2011,8,29,Sales,kg,Family 14,Material 44,BU Bravo,Client 0483,PR,Representative 49,Item 0026,660,4296.60,3222.45,2200.90,1021.55,4401.80,6.51
2011,8,29,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,2200,14520.00,10708.51,7336.34,3372.17,14672.68,6.60
2011,8,29,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,660,3880.80,2910.60,2089.89,820.71,4179.78,5.88
2011,8,29,Sales,kg,Family 14,Material 44,BU Charlie,Client 0924,ES,Representative 37,Item 0026,880,4712.40,3758.70,2786.52,972.18,5573.04,5.36
2011,8,29,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,880,5280.00,3841.20,2786.52,1054.68,5573.04,6.00
2011,8,29,Sales,kg,Family 14,Material 44,BU Charlie,Client 0447,SP,Representative 43,Item 0026,440,2818.20,1952.61,1393.26,559.35,2786.52,6.41
2011,8,29,Sales,kg,Family 14,Material 44,BU Charlie,Client 0445,GO,Representative 24,Item 0026,1320,7345.80,5859.15,4179.78,1679.37,8359.56,5.57
2011,8,29,Sales,kg,Family 14,Material 44,BU Charlie,Client 1536,SP,Representative 43,Item 0026,10340,68399.10,47390.81,32741.61,14649.20,65483.22,6.62
2011,8,29,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,11440,78078.00,54096.90,36224.76,17872.14,72449.52,6.83
2011,9,5,Sales,kg,Family 14,Material 44,BU Alpha,Client 1480,RS,Representative 57,Item 0026,660,4712.40,3309.90,2278.19,1031.71,4556.38,7.14
2011,9,5,Sales,kg,Family 14,Material 44,BU Bravo,Client 0483,PR,Representative 49,Item 0026,1320,8593.20,6444.90,4401.80,2043.10,8803.60,6.51
2011,9,5,Sales,kg,Family 14,Material 44,BU Charlie,Client 0472,RJ,Representative 35,Item 0026,1100,7854.00,5890.50,3483.15,2407.35,6966.30,7.14
2011,9,5,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,4180,26114.55,18093.67,13221.85,4871.82,26443.70,6.25
2011,9,5,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,660,3880.80,2910.59,2089.89,820.70,4179.78,5.88
2011,9,5,Sales,kg,Family 14,Material 44,BU Charlie,Client 1247,PE,Representative 27,Item 0026,2200,12243.00,9765.24,6966.30,2798.94,13932.60,5.57
2011,9,5,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,1760,10560.00,7682.40,5573.04,2109.36,11146.08,6.00
2011,9,5,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,6600,34996.50,27913.87,20898.90,7014.97,41797.80,5.30
2011,9,5,Sales,kg,Family 14,Material 44,BU Charlie,Client 0839,PE,Representative 27,Item 0026,4400,24717.00,19714.75,13932.60,5782.15,27865.20,5.62
2011,9,5,Sales,kg,Family 14,Material 44,BU Charlie,Client 0045,MG,Representative 12,Item 0026,3300,18884.25,14163.19,10449.45,3713.74,20898.90,5.72
2011,9,5,Sales,kg,Family 14,Material 44,BU Charlie,Client 0445,GO,Representative 24,Item 0026,1320,7345.80,5859.15,4179.78,1679.37,8359.56,5.57
2011,9,5,Sales,kg,Family 14,Material 44,BU Charlie,Client 1274,MG,Representative 29,Item 0026,880,5728.80,4296.60,2786.52,1510.08,5573.04,6.51
2011,9,5,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1320,7692.30,5769.22,4179.78,1589.44,8359.56,5.83
2011,9,5,Sales,kg,Family 14,Material 44,BU Charlie,Client 0686,RN,Representative 27,Item 0026,2640,14275.80,11386.65,8359.56,3027.09,16719.12,5.41
2011,9,5,Sales,kg,Family 14,Material 44,BU Charlie,Client 1536,SP,Representative 43,Item 0026,20900,138253.50,95789.91,65920.91,29869.00,131841.82,6.62
2011,9,5,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,11440,78078.00,54096.90,36224.76,17872.14,72449.52,6.83
2011,9,12,Sales,kg,Family 14,Material 44,BU Alpha,Client 0703,RS,Representative 25,Item 0026,660,3950.10,2774.48,2220.50,553.98,4441.00,5.99
2011,9,12,Sales,kg,Family 14,Material 44,BU Alpha,Client 1398,RS,Representative 25,Item 0026,440,2702.70,1898.33,1480.34,417.99,2960.68,6.14
2011,9,12,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,2200,14520.00,10708.51,7208.74,3499.77,14417.48,6.60
2011,9,12,Sales,kg,Family 14,Material 44,BU Charlie,Client 1326,ES,Representative 37,Item 0026,440,2587.20,2063.60,1383.84,679.76,2767.68,5.88
2011,9,12,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,660,3880.80,2910.60,2075.77,834.83,4151.54,5.88
2011,9,12,Sales,kg,Family 14,Material 44,BU Charlie,Client 0793,CE,Representative 11,Item 0026,220,1381.38,1101.81,691.92,409.89,1383.84,6.28
2011,9,12,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,440,2904.00,2112.66,1383.84,728.82,2767.68,6.60
2011,9,12,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,4400,23331.00,18609.25,13838.44,4770.81,27676.88,5.30
2011,9,12,Sales,kg,Family 14,Material 44,BU Charlie,Client 1274,MG,Representative 29,Item 0026,660,3811.50,2858.62,2075.77,782.85,4151.54,5.78
2011,9,19,Sales,kg,Family 14,Material 44,BU Alpha,Client 1206,RS,Representative 25,Item 0026,220,1386.00,973.50,740.17,233.33,1480.34,6.30
2011,9,19,Sales,kg,Family 14,Material 44,BU Alpha,Client 0400,RS,Representative 57,Item 0026,220,1676.97,1103.30,740.17,363.13,1480.34,7.62
2011,9,19,Sales,kg,Family 14,Material 44,BU Alpha,Client 0667,RS,Representative 57,Item 0026,220,1409.10,989.73,740.17,249.56,1480.34,6.41
2011,9,19,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,2200,14520.00,10708.49,7208.74,3499.75,14417.48,6.60
2011,9,19,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,3300,20097.00,13924.35,10378.83,3545.52,20757.66,6.09
2011,9,19,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,660,3880.80,2910.60,2075.77,834.83,4151.54,5.88
2011,9,19,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,880,5280.00,3841.20,2767.69,1073.51,5535.38,6.00
2011,9,19,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,4400,23331.00,18609.25,13838.44,4770.81,27676.88,5.30
2011,9,19,Sales,kg,Family 14,Material 44,BU Charlie,Client 1274,MG,Representative 29,Item 0026,1540,8893.50,6670.12,4843.46,1826.66,9686.92,5.78
2011,9,19,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1760,10256.40,7692.30,5535.38,2156.92,11070.76,5.83
2011,9,19,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0027,13200,79002.00,54737.10,39321.48,15415.62,78642.96,5.99
2011,9,26,Sales,kg,Family 14,Material 44,BU Alpha,Client 1206,RS,Representative 25,Item 0026,220,1386.00,973.50,740.17,233.33,1480.34,6.30
2011,9,26,Sales,kg,Family 14,Material 44,BU Alpha,Client 0561,RS,Representative 57,Item 0026,220,1640.10,1151.98,740.17,411.81,1480.34,7.46
2011,9,26,Sales,kg,Family 14,Material 44,BU Alpha,Client 0667,RS,Representative 57,Item 0026,220,1409.10,989.72,740.17,249.55,1480.34,6.41
2011,9,26,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,3300,19230.75,13324.16,10378.83,2945.33,20757.66,5.83
2011,9,26,Sales,kg,Family 14,Material 44,BU Charlie,Client 1517,AL,Representative 27,Item 0026,1760,9979.20,7959.60,5535.38,2424.22,11070.76,5.67
2011,9,26,Sales,kg,Family 14,Material 44,BU Charlie,Client 0963,SP,Representative 43,Item 0026,220,1608.96,1040.32,691.92,348.40,1383.84,7.31
2011,9,26,Sales,kg,Family 14,Material 44,BU Charlie,Client 0119,PB,Representative 27,Item 0026,18700,90321.00,72041.75,58813.37,13228.38,117626.74,4.83
2011,9,26,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,1980,11880.00,8642.70,6227.30,2415.40,12454.60,6.00
2011,9,26,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,4400,23331.00,18609.25,13838.44,4770.81,27676.88,5.30
2011,9,26,Sales,kg,Family 14,Material 44,BU Charlie,Client 1566,PA,Representative 34,Item 0026,660,4296.60,3427.05,2075.77,1351.28,4151.54,6.51
2011,9,26,Sales,kg,Family 14,Material 44,BU Charlie,Client 0094,ES,Representative 37,Item 0026,220,1768.27,1184.73,691.92,492.81,1383.84,8.04
2011,9,26,Sales,kg,Family 14,Material 44,BU Charlie,Client 0686,RN,Representative 27,Item 0026,3080,16655.10,13284.42,9686.91,3597.51,19373.82,5.41
2011,9,26,Sales,kg,Family 14,Material 44,BU Charlie,Client 0660,ES,Representative 37,Item 0026,220,1270.50,1013.37,691.92,321.45,1383.84,5.78
2011,9,26,Sales,kg,Family 14,Material 44,BU Charlie,Client 1143,SP,Representative 12,Item 0026,1100,6688.00,4865.52,3459.61,1405.91,6919.22,6.08
2011,9,26,Sales,kg,Family 14,Material 44,BU Charlie,Client 1536,SP,Representative 43,Item 0026,4400,29106.00,20166.28,13838.44,6327.84,27676.88,6.62
2011,9,26,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,11000,70455.00,48815.25,34596.10,14219.15,69192.20,6.41
2011,10,3,Sales,kg,Family 14,Material 44,BU Alpha,Client 1206,RS,Representative 25,Item 0026,220,1386.00,973.50,740.17,233.33,1480.34,6.30
2011,10,3,Sales,kg,Family 14,Material 44,BU Alpha,Client 1382,RS,Representative 57,Item 0026,1100,7010.85,4924.29,3700.84,1223.45,7401.68,6.37
2011,10,3,Sales,kg,Family 14,Material 44,BU Alpha,Client 0561,RS,Representative 57,Item 0026,220,1640.10,1151.98,740.17,411.81,1480.34,7.46
2011,10,3,Sales,kg,Family 14,Material 44,BU Bravo,Client 0643,PR,Representative 49,Item 0026,440,2679.60,2009.70,1441.75,567.95,2883.50,6.09
2011,10,3,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,3300,21780.00,16062.76,10813.11,5249.65,21626.22,6.60
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 0161,EX,Representative 20,Item 0026,1100,4928.00,4928.00,3459.61,1468.39,6919.22,4.48
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 1326,ES,Representative 37,Item 0026,440,2587.20,2063.60,1383.84,679.76,2767.68,5.88
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,5500,33495.00,23207.23,17298.05,5909.18,34596.10,6.09
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 0583,ES,Representative 37,Item 0026,660,3603.60,2874.30,2075.77,798.53,4151.54,5.46
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,660,3880.80,2910.59,2075.77,834.82,4151.54,5.88
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 1054,GO,Representative 24,Item 0026,2200,11665.50,9304.62,6919.22,2385.40,13838.44,5.30
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 0942,RS,Representative 25,Item 0026,4180,24358.95,18269.22,13146.52,5122.70,26293.04,5.83
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 0119,PB,Representative 27,Item 0026,2200,10626.00,8475.51,6919.22,1556.29,13838.44,4.83
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 1133,CE,Representative 39,Item 0026,3300,17221.05,13735.83,10378.83,3357.00,20757.66,5.22
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,1540,9240.00,6722.10,4843.46,1878.64,9686.92,6.00
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,14300,75825.75,60480.05,44974.93,15505.12,89949.86,5.30
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 0839,PE,Representative 27,Item 0026,4400,24717.00,19714.75,13838.44,5876.31,27676.88,5.62
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 0663,PI,Representative 27,Item 0026,13200,69993.00,55827.74,41515.32,14312.42,83030.64,5.30
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 1252,PE,Representative 27,Item 0026,2200,12589.50,10041.62,6919.22,3122.40,13838.44,5.72
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 0575,PE,Representative 27,Item 0026,1760,9979.20,7959.60,5535.38,2424.22,11070.76,5.67
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 0445,GO,Representative 24,Item 0026,6600,36036.00,28743.00,20757.66,7985.34,41515.32,5.46
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 1274,MG,Representative 29,Item 0026,880,5082.00,3811.50,2767.69,1043.81,5535.38,5.78
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,3960,23076.90,17307.64,12454.59,4853.05,24909.18,5.83
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 1074,GO,Representative 24,Item 0026,6600,39600.53,26532.00,20757.66,5774.34,41515.32,6.00
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,64460,412866.30,286057.38,202733.15,83324.23,405466.30,6.41
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 0683,AM,Representative 12,Item 0026,11000,57304.75,47444.37,34596.10,12848.27,69192.20,5.21
2011,10,3,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0027,4400,26334.00,18245.70,13107.16,5138.54,26214.32,5.99
2011,10,10,Sales,kg,Family 14,Material 44,BU Alpha,Client 0400,RS,Representative 57,Item 0026,220,1570.80,1103.30,738.63,364.67,1477.26,7.14
2011,10,10,Sales,kg,Family 14,Material 44,BU Alpha,Client 0667,RS,Representative 57,Item 0026,220,1409.10,989.73,738.63,251.10,1477.26,6.41
2011,10,10,Sales,kg,Family 14,Material 44,BU Bravo,Client 0643,PR,Representative 49,Item 0026,1320,8523.90,6392.94,4331.44,2061.50,8662.88,6.46
2011,10,10,Sales,kg,Family 14,Material 44,BU Charlie,Client 1326,ES,Representative 37,Item 0026,440,2638.02,2104.15,1389.48,714.67,2778.96,6.00
2011,10,10,Sales,kg,Family 14,Material 44,BU Charlie,Client 1164,CE,Representative 39,Item 0026,1100,6260.10,4993.17,3473.69,1519.48,6947.38,5.69
2011,10,10,Sales,kg,Family 14,Material 44,BU Charlie,Client 0119,PB,Representative 27,Item 0026,2200,10626.00,8475.50,6947.38,1528.12,13894.76,4.83
2011,10,10,Sales,kg,Family 14,Material 44,BU Charlie,Client 1247,PE,Representative 27,Item 0026,2200,12243.00,9765.25,6947.38,2817.87,13894.76,5.57
2011,10,10,Sales,kg,Family 14,Material 44,BU Charlie,Client 1566,PA,Representative 34,Item 0026,660,4158.00,3316.50,2084.21,1232.29,4168.42,6.30
2011,10,10,Sales,kg,Family 14,Material 44,BU Charlie,Client 0045,MG,Representative 12,Item 0026,880,5202.12,3901.60,2778.95,1122.65,5557.90,5.91
2011,10,17,Sales,kg,Family 14,Material 44,BU Alpha,Client 0400,RS,Representative 57,Item 0026,220,1570.80,1178.09,738.63,439.46,1477.26,7.14
2011,10,17,Sales,kg,Family 14,Material 44,BU Alpha,Client 0667,RS,Representative 57,Item 0026,440,2901.36,2037.86,1477.26,560.60,2954.52,6.59
2011,10,17,Sales,kg,Family 14,Material 44,BU Bravo,Client 0643,PR,Representative 49,Item 0026,660,4261.95,3196.47,2165.72,1030.75,4331.44,6.46
2011,10,17,Sales,kg,Family 14,Material 44,BU Bravo,Client 0019,SC,Representative 12,Item 0026,660,4192.65,2944.84,2165.72,779.12,4331.44,6.35
2011,10,17,Sales,kg,Family 14,Material 44,BU Charlie,Client 0793,CE,Representative 11,Item 0026,220,1422.96,1134.98,694.74,440.24,1389.48,6.47
2011,10,17,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,880,5544.00,4033.26,2778.95,1254.31,5557.90,6.30
2011,10,17,Sales,kg,Family 14,Material 44,BU Charlie,Client 0839,PE,Representative 27,Item 0026,4400,24717.00,19714.75,13894.76,5819.99,27789.52,5.62
2011,10,17,Sales,kg,Family 14,Material 44,BU Charlie,Client 0869,SP,Representative 10,Item 0026,2200,13860.00,9603.00,6947.38,2655.62,13894.76,6.30
2011,10,17,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0027,2200,13167.00,9122.85,6641.14,2481.71,13282.28,5.99
2011,10,24,Sales,kg,Family 14,Material 44,BU Alpha,Client 1382,RS,Representative 57,Item 0026,1100,7149.45,5021.64,3693.14,1328.50,7386.28,6.50
2011,10,24,Sales,kg,Family 14,Material 44,BU Alpha,Client 0561,RS,Representative 57,Item 0026,220,1529.22,1074.09,738.63,335.46,1477.26,6.95
2011,10,24,Sales,kg,Family 14,Material 44,BU Bravo,Client 0643,PR,Representative 49,Item 0026,660,4261.95,3196.47,2165.72,1030.75,4331.44,6.46
2011,10,24,Sales,kg,Family 14,Material 44,BU Bravo,Client 1562,SC,Representative 58,Item 0026,440,2919.84,2050.85,1443.82,607.03,2887.64,6.64
2011,10,24,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,2640,17424.00,12850.20,8662.90,4187.30,17325.80,6.60
2011,10,24,Sales,kg,Family 14,Material 44,BU Charlie,Client 1162,MS,Representative 24,Item 0026,220,1339.80,1068.66,694.74,373.92,1389.48,6.09
2011,10,24,Sales,kg,Family 14,Material 44,BU Charlie,Client 0472,RJ,Representative 35,Item 0026,1100,7854.00,5890.50,3473.69,2416.81,6947.38,7.14
2011,10,24,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,4400,27581.40,19109.97,13894.76,5215.21,27789.52,6.27
2011,10,24,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,440,2587.20,1940.40,1389.48,550.92,2778.96,5.88
2011,10,24,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,1760,11528.00,8386.62,5557.90,2828.72,11115.80,6.55
2011,10,24,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,880,5128.20,3846.16,2778.95,1067.21,5557.90,5.83
2011,10,24,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0027,4400,26334.00,18245.70,13282.28,4963.42,26564.56,5.99
2011,10,31,Sales,kg,Family 14,Material 44,BU Bravo,Client 0643,PR,Representative 49,Item 0026,880,5682.60,4261.94,2887.64,1374.30,5775.28,6.46
2011,10,31,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,440,2587.20,1940.40,1389.48,550.92,2778.96,5.88
2011,10,31,Sales,kg,Family 14,Material 44,BU Charlie,Client 0793,CE,Representative 11,Item 0026,220,1381.38,1101.81,694.74,407.07,1389.48,6.28
2011,10,31,Sales,kg,Family 14,Material 44,BU Charlie,Client 1247,PE,Representative 27,Item 0026,6600,37768.50,30124.87,20842.14,9282.73,41684.28,5.72
2011,10,31,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,1320,8316.00,6049.89,4168.43,1881.46,8336.86,6.30
2011,10,31,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,8800,46662.00,37218.50,27789.52,9428.98,55579.04,5.30
2011,10,31,Sales,kg,Family 14,Material 44,BU Charlie,Client 0839,PE,Representative 27,Item 0026,4400,24717.00,19714.75,13894.76,5819.99,27789.52,5.62
2011,10,31,Sales,kg,Family 14,Material 44,BU Charlie,Client 0663,PI,Representative 27,Item 0026,5720,30930.90,24671.07,18063.19,6607.88,36126.38,5.41
2011,10,31,Sales,kg,Family 14,Material 44,BU Charlie,Client 0686,RN,Representative 27,Item 0026,2200,12127.50,9673.12,6947.38,2725.74,13894.76,5.51
2011,10,31,Sales,kg,Family 14,Material 44,BU Charlie,Client 0032,CE,Representative 39,Item 0026,6600,37422.00,29848.50,20842.14,9006.36,41684.28,5.67
2011,10,31,Sales,kg,Family 14,Material 44,BU Charlie,Client 0332,ES,Representative 37,Item 0026,440,2860.03,1916.20,1389.48,526.72,2778.96,6.50
2011,10,31,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0027,8800,52668.00,36491.40,26564.56,9926.84,53129.12,5.99
